"Date (UTC)","Timestamp (UTC)","<200","200-224","225-249","250-274","275-299","300-324","325-349","350-374","375-399","400-424","425-449","450+"
"02-01-2025 08:00","1738396804","0.0315","0.0355","0.055","0.07","0.085","0.105","0.105","0.105","0.095","0.095","0.076","0.165"
"02-01-2025 09:00","1738400404","0.034","0.033","0.055","0.07","0.08","0.1","0.095","0.105","0.1","0.095","0.0885","0.17"
"02-01-2025 10:00","1738404005","0.033","0.031","0.055","0.065","0.08","0.105","0.095","0.105","0.095","0.095","0.0895","0.17"
"02-01-2025 11:00","1738407604","0.011","0.02","0.0345","0.055","0.08","0.095","0.09","0.115","0.095","0.1","0.0965","0.27"
"02-01-2025 12:00","1738411205","0.008","0.0125","0.021","0.044","0.06","0.095","0.085","0.11","0.105","0.105","0.1095","0.285"
"02-01-2025 13:00","1738414804","0.009","0.0125","0.0205","0.0485","0.065","0.1","0.09","0.105","0.11","0.115","0.113","0.27"
"02-01-2025 14:00","1738418404","0.0075","0.0105","0.024","0.051","0.085","0.095","0.085","0.105","0.115","0.105","0.119","0.255"
"02-01-2025 15:00","1738422004","0.0125","0.0115","0.0225","0.049","0.065","0.085","0.085","0.095","0.105","0.115","0.126","0.265"
"02-01-2025 16:00","1738425605","0.0085","0.0185","0.0235","0.058","0.065","0.105","0.1","0.105","0.105","0.095","0.1225","0.24"
"02-01-2025 17:00","1738429204","0.0105","0.0175","0.0235","0.0555","0.07","0.1","0.105","0.115","0.115","0.105","0.115","0.22"
"02-01-2025 18:00","1738432804","0.0095","0.012","0.024","0.064","0.065","0.095","0.095","0.115","0.115","0.105","0.1125","0.215"
"02-01-2025 19:00","1738436404","0.006","0.0095","0.0185","0.0465","0.065","0.1","0.095","0.125","0.115","0.105","0.115","0.25"
"02-01-2025 20:00","1738440004","0.0025","0.004","0.012","0.023","0.05","0.08","0.09","0.115","0.12","0.135","0.1385","0.29"
"02-01-2025 21:00","1738443604","0.0025","0.0035","0.0145","0.02","0.04","0.055","0.07","0.105","0.12","0.135","0.144","0.33"
"02-01-2025 22:00","1738447204","0.003","0.0035","0.008","0.018","0.0315","0.06","0.055","0.08","0.115","0.135","0.1445","0.425"
"02-01-2025 23:00","1738450804","0.003","0.004","0.0095","0.021","0.037","0.055","0.065","0.085","0.135","0.12","0.136","0.365"
"02-02-2025 00:00","1738454404","0.0035","0.004","0.013","0.0185","0.0285","0.055","0.065","0.095","0.125","0.13","0.1275","0.365"
"02-02-2025 01:00","1738458004","0.0035","0.0045","0.015","0.0235","0.0285","0.05","0.055","0.095","0.125","0.125","0.1365","0.37"
"02-02-2025 02:00","1738461603","0.0025","0.0035","0.014","0.0225","0.0275","0.045","0.055","0.105","0.125","0.125","0.1555","0.35"
"02-02-2025 03:00","1738465204","0.0025","0.0035","0.012","0.022","0.027","0.045","0.055","0.105","0.135","0.125","0.166","0.335"
"02-02-2025 04:00","1738468804","0.0025","0.0035","0.0105","0.02","0.0275","0.05","0.055","0.1","0.135","0.125","0.1675","0.345"
"02-02-2025 05:00","1738472404","0.003","0.0035","0.0125","0.02","0.0365","0.05","0.055","0.1","0.135","0.125","0.167","0.34"
"02-02-2025 06:00","1738476004","0.002","0.0045","0.0115","0.019","0.035","0.055","0.065","0.1","0.115","0.13","0.167","0.325"
"02-02-2025 07:00","1738479604","0.003","0.005","0.0115","0.0275","0.0435","0.065","0.08","0.11","0.115","0.135","0.156","0.28"
"02-02-2025 08:00","1738483204","0.0015","0.005","0.013","0.027","0.0395","0.075","0.08","0.105","0.13","0.145","0.1475","0.27"
"02-02-2025 09:00","1738486804","0.0025","0.0045","0.0105","0.0195","0.0315","0.05","0.055","0.07","0.1","0.13","0.1595","0.36"
"02-02-2025 10:00","1738490404","0.0025","0.004","0.0075","0.019","0.0275","0.045","0.045","0.075","0.1","0.135","0.156","0.35"
"02-02-2025 11:00","1738494004","0.002","0.0035","0.0055","0.0185","0.0275","0.05","0.055","0.085","0.115","0.135","0.159","0.335"
"02-02-2025 12:00","1738497604","0.0015","0.003","0.0085","0.017","0.028","0.055","0.065","0.085","0.11","0.135","0.164","0.32"
"02-02-2025 13:00","1738501204","0.0015","0.003","0.0075","0.0175","0.032","0.055","0.075","0.09","0.115","0.135","0.1755","0.32"
"02-02-2025 14:00","1738504804","0.0015","0.003","0.0055","0.0165","0.0305","0.055","0.075","0.09","0.115","0.135","0.184","0.32"
"02-02-2025 15:00","1738508404","0.002","0.003","0.005","0.0165","0.0305","0.05","0.065","0.085","0.11","0.135","0.17","0.335"
"02-02-2025 16:00","1738512004","0.0015","0.0035","0.005","0.016","0.032","0.05","0.065","0.085","0.11","0.17","0.183","0.305"
"02-02-2025 17:00","1738515604","0.0015","0.003","0.0045","0.0145","0.0265","0.05","0.06","0.085","0.11","0.16","0.1785","0.355"
"02-02-2025 18:00","1738519203","0.0005","0.002","0.003","0.008","0.013","0.029","0.055","0.07","0.105","0.135","0.1265","0.435"
"02-02-2025 19:00","1738522804","0.001","0.0035","0.0015","0.004","0.0125","0.0295","0.05","0.055","0.095","0.14","0.1375","0.47"
"02-02-2025 20:00","1738526403","0.001","0.0015","0.002","0.0035","0.0095","0.023","0.045","0.045","0.095","0.125","0.1255","0.57"
"02-02-2025 21:00","1738530003","0.0005","0.0015","0.0015","0.0035","0.0075","0.0225","0.044","0.045","0.09","0.14","0.1295","0.545"
"02-02-2025 22:00","1738533604","0.0005","0.0015","0.0015","0.0025","0.009","0.0235","0.033","0.045","0.085","0.145","0.1425","0.535"
"02-02-2025 23:00","1738537204","0.0005","0.0005","0.002","0.003","0.008","0.0165","0.032","0.045","0.085","0.145","0.145","0.545"
"02-03-2025 00:00","1738540805","0.0005","0.0005","0.0015","0.0035","0.007","0.0175","0.0315","0.055","0.075","0.155","0.1535","0.525"
"02-03-2025 01:00","1738544404","0.0005","0.0005","0.0015","0.0045","0.007","0.0185","0.0315","0.045","0.075","0.145","0.156","0.525"
"02-03-2025 02:00","1738548004","0.0005","0.0005","0.0015","0.004","0.007","0.0185","0.0315","0.045","0.075","0.145","0.155","0.535"
"02-03-2025 03:00","1738551604","0.0005","0.001","0.002","0.0045","0.008","0.019","0.036","0.055","0.075","0.14","0.1555","0.495"
"02-03-2025 04:00","1738555204","0.0005","0.0005","0.0015","0.0035","0.01","0.0205","0.038","0.045","0.075","0.13","0.166","0.54"
"02-03-2025 05:00","1738558804","0.0005","0.0005","0.0015","0.003","0.007","0.0165","0.033","0.0355","0.065","0.12","0.157","0.58"
"02-03-2025 06:00","1738562404","0.0005","0.0005","0.0015","0.003","0.0065","0.012","0.023","0.0265","0.055","0.11","0.1465","0.64"
"02-03-2025 07:00","1738566004","0.0005","0.0005","0.001","0.0025","0.0025","0.007","0.0135","0.015","0.0235","0.065","0.12","0.685"
"02-03-2025 08:00","1738569604","0.0005","0.0005","0.0005","0.002","0.0025","0.003","0.0075","0.013","0.022","0.065","0.0865","0.795"
"02-03-2025 09:00","1738573204","","0.0005","0.0005","0.0005","0.002","0.003","0.005","0.0075","0.021","0.055","0.0865","0.775"
"02-03-2025 10:00","1738576804","","0.0005","0.0005","0.0005","0.0015","0.0025","0.007","0.014","0.0265","0.06","0.0775","0.77"
"02-03-2025 11:00","1738580404","","","0.0005","0.0015","0.0015","0.002","0.0045","0.01","0.0325","0.05","0.101","0.79"
"02-03-2025 12:00","1738584004","","","","0.001","0.001","0.0035","0.009","0.015","0.0335","0.06","0.1105","0.745"
"02-03-2025 13:00","1738587604","","","","0.0005","0.0015","0.002","0.008","0.0185","0.032","0.06","0.114","0.765"
"02-03-2025 14:00","1738591203","","","","0.002","0.0015","0.002","0.009","0.019","0.037","0.06","0.112","0.775"
"02-03-2025 15:00","1738594804","","","","0.0005","0.0005","0.0015","0.0065","0.021","0.0315","0.055","0.13","0.74"
"02-03-2025 16:00","1738598404","","","","0.0005","0.0005","0.0015","0.005","0.013","0.022","0.06","0.1215","0.755"
"02-03-2025 17:00","1738602004","","","","0.0005","0.0005","0.0015","0.0025","0.013","0.0245","0.046","0.0785","0.855"
"02-03-2025 18:00","1738605604","","","","0.0005","0.0005","0.001","0.002","0.0055","0.0185","0.0225","0.051","0.87"
"02-03-2025 19:00","1738609204","","","","0.0005","0.0005","0.0015","0.0015","0.0055","0.017","0.032","0.076","0.875"
"02-03-2025 20:00","1738612804","","","","0.0005","0.0005","0.0005","0.0015","0.0015","0.0045","0.027","0.0415","0.925"
"02-03-2025 21:00","1738616404","","","","","0.0005","0.0005","0.0015","0.002","0.005","0.0195","0.0485","0.915"
"02-03-2025 22:00","1738620004","","","","","0.0005","0.0005","0.0015","0.002","0.0095","0.018","0.0315","0.92"
"02-03-2025 23:00","1738623604","","","","","0.0005","0.0005","0.0015","0.0025","0.006","0.017","0.033","0.925"
"02-04-2025 00:00","1738627204","","","","","","0.0005","0.003","0.0015","0.005","0.0125","0.0255","0.94"
"02-04-2025 01:00","1738630804","","","","","","0.0005","0.001","0.0015","0.007","0.0145","0.029","0.935"
"02-04-2025 02:00","1738634404","","","","","","0.0005","0.0005","0.0015","0.008","0.013","0.026","0.955"
"02-04-2025 03:00","1738638004","","","","","","0.0005","0.0005","0.0015","0.007","0.0135","0.029","0.955"
"02-04-2025 04:00","1738641604","","","","","","0.0005","0.0005","0.0015","0.003","0.0115","0.0245","0.955"
"02-04-2025 05:00","1738645204","","","","","","0.0005","0.0005","0.0015","0.003","0.011","0.0265","0.955"
"02-04-2025 06:00","1738648804","","","","","","0.0005","0.0005","0.0015","0.0025","0.0095","0.0175","0.971"
"02-04-2025 07:00","1738652404","","","","","","0.0005","0.0005","0.001","0.0015","0.004","0.015","0.971"
"02-04-2025 08:00","1738656004","","","","","","0.0005","0.0005","0.0005","0.001","0.0035","0.0135","0.966"
"02-04-2025 09:00","1738659605","","","","","","","0.0005","0.0005","0.0005","0.003","0.014","0.973"
"02-04-2025 10:00","1738663204","","","","","","","0.0005","0.0005","0.001","0.0025","0.01","0.983"
"02-04-2025 11:00","1738666804","","","","","","","0.0005","0.0005","0.0005","0.0015","0.0105","0.9895"
"02-04-2025 12:00","1738670404","","","","","","","","0.0005","0.0005","0.002","0.01","0.9875"
"02-04-2025 13:00","1738674004","","","","","","","","0.0005","0.0005","0.0025","0.008","0.987"
"02-04-2025 14:00","1738677603","","","","","","","","0.0005","0.0025","0.0025","0.0105","0.9865"
"02-04-2025 15:00","1738681204","","","","","","","","0.0005","0.0025","0.0035","0.016","0.9835"
"02-04-2025 16:00","1738684804","","","","","","","","0.0005","0.0025","0.0005","0.0135","0.9825"
"02-04-2025 17:00","1738688404","","","","","","","","0.0005","0.002","0.001","0.004","0.993"
"02-04-2025 18:00","1738692005","","","","","","","","0.0005","0.0005","0.002","0.004","0.993"
"02-04-2025 19:00","1738695603","","","","","","","","0.0005","0.0005","0.001","0.0015","0.9955"
"02-04-2025 20:00","1738699204","","","","","","","","","0.0005","0.002","0.0025","0.997"
"02-04-2025 21:00","1738702804","","","","","","","","","0.0005","0.0005","0.0005","0.9995"
"02-04-2025 22:00","1738706404","","","","","","","","","","0.0005","0.0005","0.9995"
"02-04-2025 23:00","1738710004","","","","","","","","","","0.0005","0.0005","0.9995"
"02-05-2025 00:00","1738713604","","","","","","","","","","0.0005","0.0005","0.9995"
"02-05-2025 01:00","1738717204","","","","","","","","","","0.0005","0.0005","0.9995"
"02-05-2025 02:00","1738720804","","","","","","","","","","0.0005","0.0005","0.9995"
"02-05-2025 03:00","1738724405","","","","","","","","","","","0.0005","0.9995"
"02-05-2025 04:00","1738728004","","","","","","","","","","","0.0005","0.998"
"02-05-2025 05:00","1738731604","","","","","","","","","","","0.0005","0.9995"
"02-05-2025 06:00","1738735204","","","","","","","","","","","0.0005","0.9995"
"02-05-2025 07:00","1738738804","","","","","","","","","","","0.0005","0.9995"
"02-05-2025 08:00","1738742404","","","","","","","","","","","0.0005","0.9995"
"02-05-2025 09:00","1738746005","","","","","","","","","","","0.0005","0.9995"
"02-05-2025 10:00","1738749604","","","","","","","","","","","0.0005","0.9995"
