"Date (UTC)","Timestamp (UTC)","<400","400-424","425-449","450-474","475-499","500-524","525-549","550-574","575-599","600-624","625-649","650-674","675-699","700+"
"03-16-2025 03:00","1742094005","0.081","0.103","0.105","0.115","0.125","0.14","0.125","0.1","0.065","0.037","0.0215","0.0175","0.0065","0.01"
"03-16-2025 04:00","1742097605","0.086","0.0955","0.105","0.115","0.125","0.135","0.125","0.1","0.065","0.035","0.021","0.018","0.008","0.008"
"03-16-2025 05:00","1742101204","0.0875","0.101","0.105","0.115","0.13","0.135","0.12","0.08","0.065","0.0325","0.0195","0.0175","0.0065","0.007"
"03-16-2025 06:00","1742104804","0.1165","0.1045","0.105","0.115","0.125","0.135","0.115","0.08","0.065","0.0315","0.0175","0.0155","0.0055","0.007"
"03-16-2025 07:00","1742108404","0.109","0.105","0.105","0.115","0.13","0.135","0.105","0.08","0.06","0.0315","0.017","0.0155","0.0055","0.0075"
"03-16-2025 08:00","1742112004","0.1465","0.1075","0.105","0.115","0.125","0.135","0.1","0.075","0.055","0.025","0.0165","0.011","0.0055","0.0075"
"03-16-2025 09:00","1742115605","0.1255","0.1135","0.125","0.125","0.135","0.125","0.095","0.075","0.055","0.021","0.017","0.0095","0.0065","0.007"
"03-16-2025 10:00","1742119204","0.055","0.0695","0.155","0.15","0.13","0.135","0.095","0.07","0.065","0.039","0.027","0.0175","0.0115","0.0075"
"03-16-2025 11:00","1742122805","0.0685","0.092","0.12","0.155","0.155","0.135","0.105","0.07","0.055","0.04","0.021","0.0165","0.0085","0.0075"
"03-16-2025 12:00","1742126404","0.0575","0.0815","0.115","0.13","0.15","0.145","0.115","0.075","0.055","0.039","0.0185","0.015","0.0095","0.0085"
"03-16-2025 13:00","1742130005","0.0515","0.0725","0.115","0.14","0.175","0.145","0.12","0.08","0.055","0.031","0.0185","0.0145","0.0095","0.0105"
"03-16-2025 14:00","1742133604","0.043","0.055","0.105","0.165","0.18","0.145","0.125","0.075","0.055","0.0295","0.0185","0.0125","0.0085","0.008"
"03-16-2025 15:00","1742137205","0.055","0.0605","0.105","0.165","0.175","0.145","0.125","0.075","0.055","0.0295","0.016","0.0125","0.0085","0.008"
"03-16-2025 16:00","1742140804","0.063","0.07","0.115","0.125","0.175","0.155","0.115","0.08","0.065","0.031","0.0165","0.013","0.0085","0.009"
"03-16-2025 17:00","1742144405","0.0605","0.0755","0.115","0.14","0.165","0.155","0.115","0.075","0.055","0.025","0.0125","0.0085","0.007","0.0075"
"03-16-2025 18:00","1742148005","0.063","0.076","0.115","0.14","0.165","0.145","0.105","0.075","0.06","0.0345","0.0165","0.0125","0.007","0.0085"
"03-16-2025 19:00","1742151605","0.0545","0.084","0.115","0.165","0.195","0.135","0.105","0.075","0.045","0.029","0.0135","0.0085","0.0075","0.008"
"03-16-2025 20:00","1742155205","0.062","0.075","0.135","0.165","0.19","0.14","0.105","0.075","0.034","0.024","0.0125","0.0075","0.0065","0.007"
"03-16-2025 21:00","1742158805","0.075","0.083","0.14","0.17","0.185","0.125","0.105","0.065","0.0295","0.023","0.0135","0.007","0.007","0.0055"
"03-16-2025 22:00","1742162405","0.0695","0.0825","0.145","0.18","0.19","0.13","0.105","0.065","0.029","0.0215","0.011","0.0075","0.005","0.0055"
"03-16-2025 23:00","1742166005","0.0705","0.0845","0.145","0.175","0.185","0.14","0.11","0.055","0.029","0.015","0.011","0.007","0.005","0.0055"
"03-17-2025 00:00","1742169604","0.076","0.093","0.145","0.175","0.185","0.135","0.095","0.055","0.0355","0.0155","0.0105","0.0045","0.0035","0.0055"
"03-17-2025 01:00","1742173205","0.0655","0.0945","0.145","0.18","0.19","0.135","0.095","0.055","0.032","0.016","0.0095","0.0055","0.0055","0.0055"
"03-17-2025 02:00","1742176805","0.074","0.1075","0.135","0.185","0.17","0.13","0.095","0.055","0.0345","0.0195","0.013","0.0075","0.0045","0.0055"
"03-17-2025 03:00","1742180405","0.083","0.093","0.14","0.185","0.175","0.125","0.085","0.055","0.0325","0.016","0.011","0.0055","0.0045","0.006"
"03-17-2025 04:00","1742184005","0.095","0.101","0.145","0.185","0.18","0.125","0.075","0.055","0.032","0.0125","0.0095","0.0065","0.0045","0.006"
"03-17-2025 05:00","1742187605","0.108","0.1065","0.145","0.185","0.175","0.115","0.075","0.065","0.027","0.009","0.0055","0.0055","0.0045","0.0035"
"03-17-2025 06:00","1742191205","0.131","0.137","0.15","0.185","0.155","0.105","0.055","0.055","0.0145","0.007","0.0055","0.0045","0.0035","0.0035"
"03-17-2025 07:00","1742194804","0.1535","0.1355","0.155","0.18","0.145","0.085","0.051","0.033","0.0125","0.0065","0.0055","0.0045","0.004","0.004"
"03-17-2025 08:00","1742198404","0.1675","0.1475","0.145","0.165","0.145","0.055","0.0455","0.028","0.012","0.0065","0.0045","0.0035","0.0025","0.0035"
"03-17-2025 09:00","1742202005","0.1715","0.1585","0.145","0.165","0.15","0.075","0.042","0.0255","0.01","0.006","0.0035","0.0035","0.0025","0.0025"
"03-17-2025 10:00","1742205605","0.181","0.1595","0.165","0.165","0.125","0.065","0.045","0.027","0.0095","0.0065","0.0045","0.0025","0.0025","0.0025"
"03-17-2025 11:00","1742209205","0.175","0.15","0.175","0.165","0.125","0.065","0.0495","0.028","0.0155","0.0085","0.0045","0.0025","0.0025","0.0025"
"03-17-2025 12:00","1742212805","0.168","0.1645","0.175","0.165","0.13","0.07","0.044","0.025","0.012","0.007","0.0045","0.0025","0.0025","0.002"
"03-17-2025 13:00","1742216405","0.1695","0.1975","0.23","0.18","0.11","0.06","0.045","0.023","0.015","0.009","0.007","0.0025","0.0025","0.0015"
"03-17-2025 14:00","1742220005","0.1885","0.1875","0.225","0.175","0.105","0.055","0.0365","0.0225","0.01","0.0075","0.0055","0.0025","0.0025","0.0025"
"03-17-2025 15:00","1742223605","0.192","0.1925","0.25","0.165","0.09","0.036","0.0185","0.0145","0.0105","0.0065","0.0045","0.0025","0.002","0.0025"
"03-17-2025 16:00","1742227206","0.1625","0.1875","0.235","0.175","0.085","0.0365","0.026","0.012","0.008","0.006","0.0045","0.0025","0.002","0.002"
"03-17-2025 17:00","1742230805","0.186","0.1915","0.235","0.205","0.09","0.0545","0.0215","0.0125","0.0075","0.0045","0.0055","0.003","0.0015","0.0015"
"03-17-2025 18:00","1742234405","0.2015","0.192","0.225","0.175","0.105","0.0575","0.0185","0.01","0.0075","0.0045","0.0045","0.003","0.0015","0.0015"
"03-17-2025 19:00","1742238005","0.235","0.2085","0.23","0.15","0.1","0.038","0.0115","0.01","0.008","0.0045","0.0045","0.003","0.0015","0.0015"
"03-17-2025 20:00","1742241605","0.289","0.2105","0.225","0.135","0.08","0.035","0.013","0.006","0.0055","0.0035","0.0035","0.003","0.002","0.0015"
"03-17-2025 21:00","1742245205","0.355","0.2175","0.175","0.155","0.05","0.036","0.008","0.0045","0.004","0.004","0.0025","0.0025","0.0015","0.0015"
"03-17-2025 22:00","1742248805","0.383","0.2315","0.185","0.115","0.055","0.0315","0.0045","0.005","0.0035","0.0025","0.0025","0.0025","0.0015","0.0015"
"03-17-2025 23:00","1742252405","0.432","0.219","0.195","0.075","0.0385","0.0205","0.0035","0.0045","0.003","0.004","0.0025","0.0025","0.0015","0.0015"
"03-18-2025 00:00","1742256005","0.4265","0.2015","0.195","0.075","0.0345","0.023","0.005","0.005","0.0025","0.003","0.0025","0.0025","0.002","0.0015"
"03-18-2025 01:00","1742259605","0.4765","0.238","0.135","0.075","0.0315","0.024","0.0085","0.0065","0.0025","0.0025","0.0025","0.0025","0.002","0.0015"
"03-18-2025 02:00","1742263204","0.583","0.179","0.08","0.06","0.0365","0.0195","0.0075","0.007","0.0025","0.0025","0.0025","0.003","0.002","0.0015"
"03-18-2025 03:00","1742266804","0.718","0.073","0.095","0.05","0.031","0.022","0.009","0.007","0.003","0.0025","0.002","0.003","0.002","0.0015"
"03-18-2025 04:00","1742270405","0.6235","0.117","0.085","0.07","0.0355","0.021","0.0075","0.0045","0.0025","0.0025","0.0015","0.002","0.0015","0.0015"
"03-18-2025 05:00","1742274005","0.699","0.121","0.085","0.05","0.0335","0.0105","0.0075","0.0055","0.003","0.003","0.0015","0.0015","0.0015","0.002"
"03-18-2025 06:00","1742277605","0.709","0.12","0.085","0.0295","0.024","0.0145","0.0085","0.005","0.0025","0.0015","0.0015","0.0015","0.0015","0.002"
"03-18-2025 07:00","1742281204","0.6425","0.1445","0.09","0.072","0.0345","0.0145","0.0095","0.0025","0.003","0.0015","0.0015","0.0015","0.0005","0.002"
"03-18-2025 08:00","1742284805","0.713","0.1105","0.085","0.0455","0.033","0.0165","0.0095","0.003","0.0025","0.0015","0.0015","0.0015","0.0005","0.002"
"03-18-2025 09:00","1742288405","0.713","0.124","0.085","0.0335","0.0165","0.0155","0.0095","0.003","0.0025","0.0015","0.0015","0.0005","0.0005","0.0005"
"03-18-2025 10:00","1742292005","0.703","0.1285","0.085","0.0355","0.016","0.015","0.0095","0.0025","0.003","0.0015","0.0015","0.0005","0.0005","0.0005"
"03-18-2025 11:00","1742295604","0.699","0.139","0.085","0.0315","0.02","0.0145","0.009","0.0035","0.002","0.002","0.002","0.0005","0.0005","0.0005"
"03-18-2025 12:00","1742299204","0.705","0.1375","0.095","0.025","0.0075","0.011","0.0085","0.0035","0.0025","0.0015","0.0015","0.0005","0.0005","0.0005"
"03-18-2025 13:00","1742302805","0.7025","0.128","0.095","0.0325","0.02","0.0175","0.0075","0.003","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005"
"03-18-2025 14:00","1742306404","0.725","0.12","0.095","0.037","0.017","0.011","0.006","0.0025","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005"
"03-18-2025 15:00","1742310005","0.6985","0.151","0.095","0.0335","0.017","0.012","0.0055","0.0025","0.002","0.0015","0.0015","0.0005","0.0005","0.0005"
"03-18-2025 16:00","1742313605","0.6885","0.146","0.09","0.0375","0.016","0.0055","0.0055","0.0025","0.002","0.0015","0.0015","0.0005","0.0005","0.0005"
"03-18-2025 17:00","1742317205","0.5625","0.2585","0.11","0.075","0.017","0.0095","0.003","0.0015","0.002","0.0015","0.0005","0.0005","0.0005","0.0025"
"03-18-2025 18:00","1742320805","0.548","0.219","0.14","0.0735","0.0165","0.0085","0.004","0.003","0.002","0.0015","0.0015","0.0005","0.0005","0.004"
"03-18-2025 19:00","1742324405","0.545","0.16","0.105","0.0555","0.0145","0.0035","0.0015","0.0015","0.002","0.0015","0.0015","0.0005","0.0005","0.0035"
"03-18-2025 20:00","1742328005","0.4865","0.2375","0.17","0.0615","0.0155","0.0025","0.0015","0.0025","0.0015","0.0015","0.0015","0.0005","0.0005","0.0015"
"03-18-2025 21:00","1742331605","0.5475","0.1895","0.16","0.069","0.0165","0.0015","0.0015","0.0015","0.0015","0.0005","0.0015","0.0005","0.0005","0.0015"
"03-18-2025 22:00","1742335205","0.547","0.2","0.16","0.0675","0.0125","0.0025","0.0025","0.0015","0.0015","0.0005","0.0015","0.0005","0.0005","0.0015"
"03-18-2025 23:00","1742338805","0.5795","0.19","0.16","0.0635","0.011","0.003","0.0025","0.0015","0.0025","0.0015","0.0015","0.0005","0.0005","0.0015"
"03-19-2025 00:00","1742342405","0.539","0.139","0.135","0.0645","0.0125","0.003","0.0015","0.0015","0.002","0.0015","0.0015","0.0005","0.0005","0.0015"
"03-19-2025 01:00","1742346005","0.603","0.1745","0.145","0.0625","0.008","0.009","0.0015","0.0015","0.002","0.0005","0.0015","0.0005","0.0005","0.0015"
"03-19-2025 02:00","1742349605","0.531","0.1825","0.155","0.0525","0.0165","0.0035","0.002","0.0015","0.002","0.0005","0.0015","0.0005","0.0005","0.0015"
"03-19-2025 03:00","1742353206","0.535","0.184","0.15","0.0535","0.015","0.003","0.002","0.0015","0.002","0.0005","0.0015","0.0005","0.0005","0.0015"
"03-19-2025 04:00","1742356805","0.6005","0.1805","0.14","0.0495","0.012","0.0045","0.002","0.002","0.002","0.0005","0.0015","0.0005","0.0005","0.0015"
"03-19-2025 05:00","1742360404","0.6485","0.184","0.105","0.0425","0.011","0.004","0.002","0.002","0.002","0.0005","0.0015","0.0005","0.0005","0.0005"
"03-19-2025 06:00","1742364005","0.6355","0.174","0.13","0.034","0.0135","0.0035","0.0015","0.002","0.0015","0.0005","0.001","0.0005","0.0005","0.0005"
"03-19-2025 07:00","1742367605","0.5015","0.185","0.155","0.0675","0.031","0.006","0.002","0.002","0.002","0.0005","0.001","0.0005","0.0005","0.0005"
"03-19-2025 08:00","1742371205","0.4645","0.1985","0.155","0.077","0.032","0.0125","0.003","0.002","0.0005","0.0005","0.001","0.0005","0.0005","0.0005"
"03-19-2025 09:00","1742374805","0.4745","0.2405","0.155","0.056","0.032","0.016","0.005","0.0025","0.0025","0.0015","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 10:00","1742378405","0.512","0.247","0.14","0.06","0.032","0.0125","0.0035","0.0015","0.0015","0.001","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 11:00","1742382004","0.49","0.252","0.155","0.0565","0.0325","0.0135","0.0025","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 12:00","1742385605","0.475","0.2915","0.145","0.0765","0.03","0.011","0.002","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 13:00","1742389205","0.463","0.311","0.14","0.0555","0.029","0.008","0.002","0.002","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 14:00","1742392805","0.508","0.2555","0.12","0.056","0.024","0.007","0.002","0.002","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 15:00","1742396404","0.4855","0.327","0.115","0.0495","0.025","0.0075","0.002","0.002","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 16:00","1742400005","0.3345","0.382","0.24","0.0565","0.025","0.0085","0.003","0.002","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 17:00","1742403605","0.277","0.2995","0.29","0.1045","0.0315","0.009","0.0045","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 18:00","1742407205","0.2135","0.298","0.29","0.152","0.053","0.01","0.012","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 19:00","1742410805","0.2285","0.3345","0.285","0.1185","0.0335","0.007","0.0055","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 20:00","1742414405","0.239","0.364","0.285","0.1","0.0325","0.0075","0.0075","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 21:00","1742418005","0.2365","0.362","0.245","0.066","0.024","0.0075","0.015","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 22:00","1742421605","0.3055","0.348","0.205","0.053","0.012","0.0075","0.005","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-19-2025 23:00","1742425205","0.372","0.344","0.2","0.053","0.012","0.0075","0.003","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 00:00","1742428805","0.3815","0.374","0.2","0.0505","0.008","0.0075","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 01:00","1742432405","0.2205","0.371","0.31","0.084","0.0145","0.004","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 02:00","1742436005","0.218","0.4135","0.33","0.0715","0.013","0.002","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 03:00","1742439605","0.2165","0.3835","0.31","0.0735","0.014","0.0015","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 04:00","1742443205","0.2405","0.397","0.31","0.065","0.0155","0.0025","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 05:00","1742446805","0.2045","0.3255","0.345","0.107","0.0255","0.003","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 06:00","1742450404","0.124","0.328","0.35","0.1475","0.0385","0.0105","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 07:00","1742454005","0.1085","0.3185","0.385","0.152","0.0415","0.014","0.003","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 08:00","1742457605","0.078","0.3075","0.41","0.1335","0.045","0.0115","0.003","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 09:00","1742461205","0.0415","0.299","0.41","0.1795","0.0465","0.022","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 10:00","1742464805","0.0245","0.192","0.41","0.2495","0.0635","0.0255","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 11:00","1742468405","0.048","0.2955","0.4","0.1835","0.056","0.024","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 12:00","1742472006","0.0505","0.2885","0.365","0.2285","0.049","0.0215","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 13:00","1742475605","0.044","0.337","0.355","0.1835","0.0575","0.0275","0.003","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 14:00","1742479205","0.0505","0.3255","0.375","0.18","0.056","0.029","0.003","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 15:00","1742482805","0.018","0.35","0.42","0.164","0.06","0.009","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 16:00","1742486405","0.0055","0.1635","0.49","0.2915","0.071","0.0215","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 17:00","1742490005","0.021","0.1785","0.445","0.3","0.0875","0.0205","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 18:00","1742493605","0.0035","0.1225","0.47","0.3545","0.0835","0.02","0.0035","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 19:00","1742497205","0.0125","0.1615","0.485","0.3215","0.07","0.019","0.0045","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 20:00","1742500805","0.004","0.118","0.445","0.369","0.0695","0.013","0.003","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 21:00","1742504405","0.003","0.0575","0.455","0.4095","0.0825","0.011","0.003","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 22:00","1742508005","0.0005","0.016","0.205","0.599","0.198","0.0575","0.007","0.003","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-20-2025 23:00","1742511605","0.0005","0.0145","0.275","0.4975","0.1705","0.038","0.005","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 00:00","1742515205","0.0005","0.037","0.28","0.4775","0.214","0.025","0.0055","0.003","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 01:00","1742518805","0.0005","0.0145","0.21","0.569","0.2065","0.022","0.0055","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 02:00","1742522405","","0.0155","0.23","0.558","0.154","0.0105","0.0055","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 03:00","1742526006","","0.0415","0.31","0.489","0.1285","0.014","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 04:00","1742529605","","0.017","0.255","0.6045","0.1105","0.009","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 05:00","1742533205","","0.0585","0.465","0.4135","0.05","0.0075","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 06:00","1742536805","","0.091","0.575","0.2925","0.0185","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 07:00","1742540405","","0.009","0.545","0.357","0.0455","0.0075","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 08:00","1742544005","","0.0005","0.61","0.353","0.029","0.004","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 09:00","1742547605","","0.0005","0.7","0.2295","0.012","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 10:00","1742551205","","0.0005","0.81","0.1855","0.0095","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 11:00","1742554806","","0.0005","0.875","0.114","0.005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 12:00","1742558406","","","0.86","0.1145","0.0055","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 13:00","1742562005","","","0.855","0.1285","0.005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 14:00","1742565605","","","0.93","0.0715","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 15:00","1742569205","","","0.994","0.007","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 16:00","1742572805","","","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 17:00","1742576406","","","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"03-21-2025 18:00","1742580006","","","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
