"Date (UTC)","Timestamp (UTC)","<250","250-274","275-299","300-324","325-349","350-374","375-399","400-424","425-449","450-474","475-499","500-524","525-549","550-574","575-599","600+"
"04-08-2025 14:00","1744120806","0.682","0.158","0.075","0.045","0.019","0.008","0.004","0.0025","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005"
"04-08-2025 15:00","1744124405","0.695","0.132","0.075","0.045","0.018","0.0075","0.0035","0.0025","0.0025","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005"
"04-08-2025 16:00","1744128006","0.7455","0.108","0.065","0.045","0.0165","0.007","0.0035","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005"
"04-08-2025 17:00","1744131605","0.7825","0.1035","0.05","0.0405","0.0165","0.007","0.0035","0.0025","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-08-2025 18:00","1744135205","0.7875","0.106","0.045","0.034","0.014","0.0065","0.0035","0.0025","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-08-2025 19:00","1744138806","0.8065","0.0975","0.045","0.032","0.014","0.0065","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-08-2025 20:00","1744142405","0.7545","0.132","0.045","0.032","0.0135","0.0065","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-08-2025 21:00","1744146006","0.812","0.0925","0.05","0.0285","0.0105","0.0065","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-08-2025 22:00","1744149605","0.825","0.087","0.05","0.027","0.01","0.004","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-08-2025 23:00","1744153205","0.829","0.083","0.045","0.026","0.0095","0.0035","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 00:00","1744156806","0.87","0.0555","0.045","0.023","0.0075","0.004","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 01:00","1744160406","0.86","0.053","0.04","0.022","0.0075","0.0045","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 02:00","1744164006","0.876","0.049","0.0345","0.0155","0.01","0.0045","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 03:00","1744167606","0.872","0.05","0.0345","0.015","0.01","0.004","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 04:00","1744171206","0.8825","0.052","0.0295","0.0145","0.0095","0.0035","0.0025","0.0015","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 05:00","1744174806","0.8825","0.0485","0.0275","0.014","0.0095","0.0035","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 06:00","1744178405","0.8835","0.049","0.018","0.0135","0.01","0.0035","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 07:00","1744182006","0.883","0.0435","0.0185","0.014","0.01","0.0035","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 08:00","1744185606","0.8865","0.0325","0.0165","0.0135","0.0085","0.0035","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 09:00","1744189206","0.8885","0.045","0.017","0.013","0.0075","0.0035","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 10:00","1744192806","0.886","0.042","0.0155","0.012","0.008","0.0035","0.0015","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 11:00","1744196406","0.909","0.0315","0.0145","0.012","0.008","0.003","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 12:00","1744200006","0.945","0.026","0.013","0.008","0.0075","0.0035","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 13:00","1744203606","0.938","0.0325","0.014","0.008","0.0045","0.0035","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 14:00","1744207206","0.948","0.0315","0.0105","0.0075","0.0035","0.0025","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 15:00","1744210806","0.949","0.0315","0.012","0.008","0.004","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 16:00","1744214405","0.9225","0.032","0.014","0.0085","0.004","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 17:00","1744218005","0.8985","0.0355","0.013","0.008","0.0025","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 18:00","1744221605","0.9015","0.035","0.015","0.0085","0.0025","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 19:00","1744225206","0.901","0.033","0.0125","0.008","0.0025","0.002","0.0015","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 20:00","1744228806","0.9175","0.069","0.0135","0.009","0.004","0.002","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 21:00","1744232405","0.922","0.0355","0.0115","0.0065","0.004","0.002","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 22:00","1744236006","0.9285","0.0475","0.013","0.0085","0.003","0.002","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-09-2025 23:00","1744239605","0.9175","0.0335","0.011","0.008","0.004","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 00:00","1744243205","0.92","0.044","0.011","0.005","0.0035","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 01:00","1744246805","0.922","0.0515","0.0095","0.0035","0.003","0.0015","0.0015","0.0005","0.0005","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 02:00","1744250406","0.946","0.0305","0.0085","0.0035","0.003","0.0015","0.0015","0.0005","0.0005","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 03:00","1744254005","0.9525","0.0335","0.009","0.0035","0.002","0.0015","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 04:00","1744257605","0.9555","0.0275","0.0095","0.0035","0.0025","0.0015","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 05:00","1744261205","0.963","0.0275","0.0065","0.002","0.0025","0.0015","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 06:00","1744264804","0.9685","0.0245","0.006","0.002","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 07:00","1744268405","0.9535","0.027","0.0095","0.0015","0.0035","0.001","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 08:00","1744272005","0.9545","0.028","0.009","0.0015","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 09:00","1744275606","0.9565","0.024","0.009","0.003","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 10:00","1744279206","0.9705","0.018","0.01","0.0015","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 11:00","1744282806","0.9635","0.018","0.0105","0.0015","0.002","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 12:00","1744286406","0.9565","0.021","0.0105","0.002","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 13:00","1744290006","0.9545","0.023","0.009","0.0015","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 14:00","1744293605","0.9595","0.0265","0.01","0.001","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 15:00","1744297205","0.962","0.0195","0.0065","0.0005","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 16:00","1744300805","0.9635","0.0155","0.0065","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 17:00","1744304406","0.9905","0.0065","0.004","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 18:00","1744308005","0.9905","0.0065","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 19:00","1744311606","0.993","0.007","0.0025","0.0005","0.0005","0.0005","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 20:00","1744315205","0.994","0.0035","0.0015","0.0005","0.0005","0.0005","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 21:00","1744318804","0.9935","0.0035","0.0015","0.0005","0.0005","0.0005","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 22:00","1744322406","0.9955","0.003","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-10-2025 23:00","1744326005","0.9975","0.003","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"04-11-2025 00:00","1744329605","0.9975","0.003","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
