"Date (UTC)","Timestamp (UTC)","<300","300-324","325-349","350-374","375-399","400-424","425-449","450-474","475-499","500-524","525-549","550+"
"01-19-2025 08:00","1737273604","0.2295","0.098","0.106","0.095","0.1","0.1","0.075","0.07","0.065","0.0505","0.041","0.085"
"01-19-2025 09:00","1737277203","0.2585","0.0925","0.104","0.095","0.095","0.1","0.07","0.055","0.05","0.058","0.04","0.085"
"01-19-2025 10:00","1737280804","0.2395","0.1045","0.1","0.105","0.095","0.095","0.075","0.065","0.0595","0.04","0.041","0.08"
"01-19-2025 11:00","1737284403","0.253","0.1225","0.1155","0.1","0.085","0.095","0.06","0.05","0.039","0.038","0.0405","0.065"
"01-19-2025 12:00","1737288003","0.2525","0.1265","0.121","0.095","0.1","0.09","0.065","0.045","0.0455","0.0365","0.024","0.06"
"01-19-2025 13:00","1737291604","0.276","0.128","0.1245","0.095","0.095","0.08","0.065","0.055","0.0475","0.0415","0.0335","0.055"
"01-19-2025 14:00","1737295203","0.25","0.125","0.1185","0.105","0.105","0.1","0.075","0.065","0.044","0.0345","0.0315","0.055"
"01-19-2025 15:00","1737298803","0.2465","0.127","0.12","0.11","0.1","0.1","0.07","0.06","0.057","0.0395","0.0235","0.04"
"01-19-2025 16:00","1737302403","0.2425","0.1125","0.1065","0.1","0.1","0.075","0.065","0.055","0.0475","0.044","0.04","0.058"
"01-19-2025 17:00","1737306003","0.2515","0.1195","0.0765","0.105","0.11","0.095","0.065","0.05","0.034","0.041","0.0325","0.0635"
"01-19-2025 18:00","1737309604","0.261","0.12","0.102","0.09","0.1","0.085","0.07","0.05","0.0445","0.0525","0.037","0.0585"
"01-19-2025 19:00","1737313204","0.2725","0.122","0.1015","0.115","0.1","0.09","0.07","0.042","0.039","0.035","0.026","0.052"
"01-19-2025 20:00","1737316804","0.306","0.1175","0.0895","0.085","0.09","0.075","0.05","0.0555","0.053","0.038","0.0255","0.054"
"01-19-2025 21:00","1737320403","0.307","0.1325","0.113","0.095","0.09","0.08","0.07","0.0745","0.036","0.025","0.0205","0.0325"
"01-19-2025 22:00","1737324003","0.288","0.128","0.103","0.09","0.085","0.075","0.06","0.058","0.0395","0.0275","0.0185","0.032"
"01-19-2025 23:00","1737327603","0.294","0.137","0.1175","0.09","0.085","0.075","0.06","0.0465","0.0395","0.026","0.017","0.0325"
"01-20-2025 00:00","1737331204","0.339","0.1325","0.119","0.11","0.095","0.095","0.06","0.0425","0.0225","0.0195","0.0155","0.0365"
"01-20-2025 01:00","1737334804","0.283","0.1305","0.132","0.105","0.095","0.075","0.055","0.052","0.0315","0.02","0.0175","0.043"
"01-20-2025 02:00","1737338404","0.2825","0.1315","0.1205","0.09","0.085","0.075","0.05","0.0515","0.0345","0.0185","0.017","0.0435"
"01-20-2025 03:00","1737342003","0.309","0.1295","0.1315","0.095","0.085","0.07","0.05","0.0505","0.0315","0.0175","0.018","0.042"
"01-20-2025 04:00","1737345604","0.3295","0.128","0.118","0.115","0.095","0.07","0.05","0.044","0.0235","0.0175","0.0185","0.0375"
"01-20-2025 05:00","1737349203","0.336","0.1245","0.1165","0.1","0.08","0.075","0.05","0.042","0.023","0.0155","0.017","0.0365"
"01-20-2025 06:00","1737352804","0.3575","0.126","0.127","0.115","0.08","0.075","0.05","0.045","0.027","0.0155","0.0165","0.0315"
"01-20-2025 07:00","1737356404","0.339","0.139","0.1305","0.12","0.095","0.075","0.045","0.0315","0.024","0.014","0.0095","0.031"
"01-20-2025 08:00","1737360004","0.362","0.145","0.119","0.085","0.085","0.065","0.055","0.0265","0.027","0.012","0.012","0.0245"
"01-20-2025 09:00","1737363603","0.3855","0.1525","0.1205","0.1","0.08","0.065","0.06","0.0365","0.0265","0.011","0.0115","0.0145"
"01-20-2025 10:00","1737367203","0.3925","0.1825","0.119","0.115","0.075","0.07","0.0445","0.021","0.0215","0.0125","0.012","0.019"
"01-20-2025 11:00","1737370803","0.388","0.201","0.1415","0.11","0.05","0.055","0.0315","0.0265","0.016","0.009","0.016","0.0195"
"01-20-2025 12:00","1737374404","0.4","0.189","0.146","0.11","0.045","0.05","0.0315","0.0235","0.013","0.0065","0.0085","0.0125"
"01-20-2025 13:00","1737378003","0.4265","0.196","0.1455","0.08","0.05","0.05","0.033","0.023","0.0125","0.0095","0.0095","0.0115"
"01-20-2025 14:00","1737381603","0.4205","0.1995","0.1405","0.065","0.045","0.045","0.033","0.024","0.016","0.008","0.0095","0.011"
"01-20-2025 15:00","1737385203","0.426","0.148","0.156","0.065","0.055","0.055","0.0285","0.0235","0.0175","0.0115","0.0125","0.0125"
"01-20-2025 16:00","1737388803","0.449","0.1755","0.142","0.065","0.055","0.05","0.026","0.023","0.015","0.0085","0.01","0.01"
"01-20-2025 17:00","1737392403","0.4445","0.1745","0.143","0.065","0.045","0.045","0.025","0.0225","0.016","0.009","0.0115","0.012"
"01-20-2025 18:00","1737396003","0.425","0.156","0.143","0.065","0.045","0.04","0.0225","0.0235","0.0155","0.0095","0.0105","0.01"
"01-20-2025 19:00","1737399603","0.4555","0.13","0.143","0.07","0.045","0.075","0.031","0.0275","0.017","0.0115","0.009","0.01"
"01-20-2025 20:00","1737403203","0.464","0.1585","0.123","0.08","0.0325","0.06","0.026","0.026","0.0165","0.011","0.01","0.016"
"01-20-2025 21:00","1737406803","0.4755","0.142","0.1155","0.07","0.036","0.065","0.038","0.0255","0.017","0.0095","0.009","0.0105"
"01-20-2025 22:00","1737410403","0.3895","0.1625","0.123","0.08","0.055","0.065","0.043","0.0255","0.017","0.0115","0.0105","0.013"
"01-20-2025 23:00","1737414003","0.4555","0.1765","0.1205","0.08","0.036","0.05","0.031","0.0215","0.0165","0.0115","0.0055","0.0125"
"01-21-2025 00:00","1737417603","0.455","0.197","0.152","0.07","0.0335","0.05","0.0295","0.0225","0.0165","0.011","0.0085","0.014"
"01-21-2025 01:00","1737421204","0.45","0.195","0.141","0.055","0.0375","0.05","0.0295","0.023","0.0165","0.0095","0.008","0.0135"
"01-21-2025 02:00","1737424803","0.45","0.214","0.138","0.065","0.039","0.04","0.0195","0.022","0.0175","0.01","0.008","0.013"
"01-21-2025 03:00","1737428403","0.343","0.197","0.1335","0.105","0.0575","0.055","0.0405","0.0255","0.0245","0.014","0.012","0.0275"
"01-21-2025 04:00","1737432003","0.2235","0.2685","0.111","0.115","0.0845","0.07","0.039","0.0385","0.023","0.014","0.01","0.017"
"01-21-2025 05:00","1737435603","0.1405","0.185","0.178","0.125","0.114","0.1","0.0705","0.055","0.041","0.024","0.0255","0.0385"
"01-21-2025 06:00","1737439203","0.1465","0.111","0.1425","0.125","0.114","0.11","0.088","0.056","0.0535","0.0365","0.0245","0.045"
"01-21-2025 07:00","1737442803","0.1125","0.1115","0.115","0.12","0.132","0.11","0.0825","0.0565","0.0505","0.0515","0.026","0.0445"
"01-21-2025 08:00","1737446404","0.148","0.1245","0.127","0.135","0.128","0.105","0.085","0.05","0.043","0.029","0.0195","0.0365"
"01-21-2025 09:00","1737450003","0.125","0.104","0.1265","0.145","0.1335","0.12","0.082","0.047","0.037","0.0375","0.0295","0.0375"
"01-21-2025 10:00","1737453603","0.1375","0.0985","0.1325","0.16","0.141","0.09","0.09","0.043","0.028","0.028","0.0215","0.017"
"01-21-2025 11:00","1737457203","0.165","0.109","0.139","0.155","0.137","0.095","0.08","0.0405","0.039","0.0225","0.017","0.0195"
"01-21-2025 12:00","1737460803","0.175","0.1265","0.132","0.145","0.128","0.09","0.072","0.0365","0.0315","0.021","0.019","0.017"
"01-21-2025 13:00","1737464403","0.196","0.107","0.132","0.175","0.1245","0.105","0.0735","0.04","0.03","0.015","0.015","0.0145"
"01-21-2025 14:00","1737468003","0.2135","0.1185","0.1465","0.165","0.119","0.105","0.0855","0.056","0.014","0.0075","0.0055","0.006"
"01-21-2025 15:00","1737471603","0.1595","0.1205","0.1285","0.165","0.1275","0.105","0.0765","0.0485","0.0355","0.03","0.0255","0.02"
"01-21-2025 16:00","1737475203","0.1875","0.1415","0.1535","0.135","0.1295","0.09","0.0785","0.064","0.0305","0.015","0.0065","0.015"
"01-21-2025 17:00","1737478803","0.1565","0.1495","0.1515","0.17","0.138","0.095","0.0655","0.0505","0.023","0.015","0.015","0.0175"
"01-21-2025 18:00","1737482404","0.1305","0.1605","0.143","0.165","0.136","0.09","0.068","0.053","0.03","0.02","0.0135","0.0175"
"01-21-2025 19:00","1737486003","0.1445","0.1585","0.1575","0.175","0.119","0.085","0.057","0.0525","0.0315","0.023","0.011","0.016"
"01-21-2025 20:00","1737489603","0.1725","0.1645","0.1675","0.165","0.1075","0.085","0.054","0.0285","0.03","0.0185","0.0095","0.016"
"01-21-2025 21:00","1737493205","0.2085","0.1685","0.1625","0.16","0.105","0.085","0.047","0.031","0.0255","0.0095","0.007","0.011"
"01-21-2025 22:00","1737496804","0.2335","0.165","0.174","0.19","0.124","0.08","0.0445","0.0235","0.0125","0.0075","0.006","0.012"
"01-21-2025 23:00","1737500404","0.2515","0.155","0.151","0.14","0.108","0.075","0.039","0.0315","0.0105","0.0065","0.0035","0.0065"
"01-22-2025 00:00","1737504003","0.261","0.214","0.1985","0.155","0.0715","0.065","0.025","0.0135","0.01","0.0065","0.0025","0.0065"
"01-22-2025 01:00","1737507604","0.3145","0.237","0.1275","0.115","0.0685","0.055","0.0265","0.0145","0.007","0.0065","0.0035","0.0075"
"01-22-2025 02:00","1737511203","0.2955","0.2675","0.116","0.125","0.0695","0.05","0.0245","0.0105","0.0065","0.004","0.0035","0.012"
"01-22-2025 03:00","1737514803","0.3395","0.282","0.1235","0.12","0.0635","0.05","0.0225","0.01","0.008","0.005","0.004","0.0075"
"01-22-2025 04:00","1737518404","0.3625","0.2895","0.1165","0.095","0.061","0.04","0.0245","0.011","0.0055","0.0045","0.003","0.004"
"01-22-2025 05:00","1737522004","0.2775","0.2605","0.1495","0.14","0.083","0.055","0.033","0.013","0.007","0.0045","0.003","0.0035"
"01-22-2025 06:00","1737525604","0.242","0.268","0.169","0.13","0.084","0.06","0.032","0.012","0.0055","0.0045","0.0035","0.003"
"01-22-2025 07:00","1737529205","0.249","0.2845","0.1855","0.115","0.0665","0.045","0.0185","0.012","0.0065","0.0045","0.0035","0.003"
"01-22-2025 08:00","1737532804","0.307","0.2605","0.192","0.11","0.0665","0.05","0.018","0.011","0.0065","0.0045","0.0035","0.003"
"01-22-2025 09:00","1737536404","0.2685","0.305","0.1815","0.105","0.0655","0.0385","0.0165","0.011","0.006","0.0045","0.0025","0.0025"
"01-22-2025 10:00","1737540003","0.3085","0.281","0.146","0.11","0.0645","0.037","0.015","0.0115","0.0055","0.0045","0.0035","0.0025"
"01-22-2025 11:00","1737543604","0.357","0.277","0.148","0.115","0.0605","0.0355","0.0135","0.0115","0.0105","0.004","0.0035","0.0025"
"01-22-2025 12:00","1737547203","0.3355","0.28","0.1485","0.11","0.057","0.0325","0.013","0.0095","0.0105","0.0025","0.003","0.002"
"01-22-2025 13:00","1737550805","0.331","0.3225","0.1545","0.105","0.057","0.029","0.013","0.009","0.005","0.0025","0.003","0.0025"
"01-22-2025 14:00","1737554404","0.2865","0.2815","0.163","0.105","0.0545","0.028","0.0105","0.0115","0.0025","0.002","0.0025","0.002"
"01-22-2025 15:00","1737558003","0.3275","0.325","0.16","0.1","0.048","0.027","0.009","0.012","0.0035","0.002","0.0025","0.002"
"01-22-2025 16:00","1737561604","0.4245","0.2755","0.143","0.09","0.0445","0.025","0.0095","0.009","0.0035","0.003","0.0025","0.0015"
"01-22-2025 17:00","1737565204","0.4295","0.2455","0.13","0.075","0.04","0.032","0.007","0.004","0.002","0.0015","0.0025","0.002"
"01-22-2025 18:00","1737568804","0.495","0.235","0.128","0.08","0.034","0.018","0.007","0.0035","0.002","0.0015","0.0025","0.002"
"01-22-2025 19:00","1737572403","0.417","0.275","0.158","0.09","0.0385","0.0195","0.008","0.007","0.002","0.0015","0.0025","0.002"
"01-22-2025 20:00","1737576004","0.432","0.3065","0.1475","0.085","0.0295","0.0115","0.005","0.005","0.002","0.0015","0.0025","0.002"
"01-22-2025 21:00","1737579604","0.4195","0.3035","0.1315","0.085","0.0265","0.0115","0.005","0.0025","0.002","0.0015","0.0025","0.0015"
"01-22-2025 22:00","1737583204","0.467","0.2895","0.1295","0.07","0.027","0.0125","0.005","0.0025","0.002","0.0015","0.002","0.0015"
"01-22-2025 23:00","1737586804","0.4765","0.276","0.122","0.065","0.0235","0.0105","0.0045","0.0025","0.002","0.0015","0.002","0.0015"
"01-23-2025 00:00","1737590404","0.446","0.293","0.115","0.065","0.0165","0.008","0.0045","0.0025","0.0015","0.0015","0.0015","0.0015"
"01-23-2025 01:00","1737594004","0.4335","0.305","0.123","0.065","0.015","0.007","0.0045","0.002","0.0015","0.0015","0.0015","0.0015"
"01-23-2025 02:00","1737597603","0.4465","0.3435","0.128","0.065","0.0105","0.008","0.0045","0.002","0.0015","0.0015","0.0015","0.0015"
"01-23-2025 03:00","1737601205","0.452","0.331","0.134","0.065","0.0165","0.009","0.0045","0.0015","0.0015","0.0015","0.0015","0.0015"
"01-23-2025 04:00","1737604804","0.4655","0.305","0.131","0.065","0.01","0.0075","0.002","0.0015","0.0015","0.0015","0.0015","0.0015"
"01-23-2025 05:00","1737608404","0.488","0.2885","0.1215","0.065","0.0095","0.0095","0.002","0.0015","0.0015","0.0015","0.0015","0.0015"
"01-23-2025 06:00","1737612003","0.463","0.276","0.1365","0.065","0.0095","0.01","0.002","0.0015","0.0015","0.0015","0.0015","0.0015"
"01-23-2025 07:00","1737615604","0.502","0.2745","0.137","0.055","0.009","0.0065","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015"
"01-23-2025 08:00","1737619204","0.527","0.29","0.1165","0.045","0.0075","0.005","0.002","0.0015","0.0015","0.0015","0.0015","0.001"
"01-23-2025 09:00","1737622804","0.5775","0.2325","0.108","0.0305","0.0065","0.007","0.0015","0.001","0.0015","0.0015","0.0015","0.001"
"01-23-2025 10:00","1737626404","0.557","0.2405","0.094","0.034","0.007","0.0045","0.0025","0.0005","0.0005","0.0015","0.0015","0.001"
"01-23-2025 11:00","1737630003","0.6305","0.211","0.0965","0.033","0.0065","0.003","0.002","0.0005","0.0005","0.0015","0.0015","0.0005"
"01-23-2025 12:00","1737633604","0.371","0.3285","0.261","0.0775","0.0095","0.008","0.0035","0.0005","0.0005","0.0015","0.0005","0.0005"
"01-23-2025 13:00","1737637203","0.133","0.352","0.283","0.1765","0.071","0.034","0.013","0.003","0.001","0.001","0.001","0.0015"
"01-23-2025 14:00","1737640803","0.093","0.309","0.2885","0.1885","0.069","0.024","0.004","0.002","0.001","0.001","0.0005","0.001"
"01-23-2025 15:00","1737644403","0.0725","0.3445","0.286","0.187","0.078","0.0165","0.0025","0.0025","0.0005","0.0005","0.0005","0.0005"
"01-23-2025 16:00","1737648004","0.0945","0.3805","0.248","0.173","0.0685","0.017","0.0075","0.0025","0.0005","0.0005","0.0005","0.001"
"01-23-2025 17:00","1737651604","0.078","0.4345","0.2725","0.1315","0.0505","0.0125","0.0055","0.0015","0.0005","0.0005","0.001","0.0005"
"01-23-2025 18:00","1737655204","0.1055","0.4395","0.2805","0.15","0.0435","0.015","0.004","0.0015","0.001","0.0005","0.0005","0.0005"
"01-23-2025 19:00","1737658803","0.1505","0.41","0.3295","0.115","0.0105","0.0035","0.002","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-23-2025 20:00","1737662404","0.1905","0.395","0.2625","0.113","0.0055","0.004","0.002","0.001","0.001","0.001","0.001","0.0005"
"01-23-2025 21:00","1737666004","0.114","0.4475","0.2975","0.0985","0.0075","0.005","0.0025","0.001","0.001","0.001","0.001","0.0005"
"01-23-2025 22:00","1737669604","0.131","0.4645","0.2965","0.1335","0.008","0.006","0.002","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-23-2025 23:00","1737673204","0.0615","0.395","0.342","0.1025","0.021","0.005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 00:00","1737676803","0.088","0.438","0.3045","0.0875","0.0105","0.0045","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 01:00","1737680404","0.108","0.43","0.29","0.0815","0.0075","0.004","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 02:00","1737684004","0.0735","0.447","0.3095","0.072","0.0145","0.0045","0.0015","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 03:00","1737687605","0.0005","0.369","0.439","0.104","0.0135","0.006","0.002","0.0015","0.0005","0.001","0.001","0.0005"
"01-24-2025 04:00","1737691204","0.0005","0.308","0.4755","0.1185","0.0375","0.007","0.002","0.002","0.0005","0.001","0.001","0.0005"
"01-24-2025 05:00","1737694804","0.0005","0.2685","0.5395","0.11","0.0185","0.0045","0.0015","0.0025","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 06:00","1737698404","0.0005","0.476","0.4415","0.074","0.0035","0.0005","0.0005","0.001","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 07:00","1737702004","0.0005","0.564","0.3795","0.0535","0.007","0.0025","0.0005","0.001","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 08:00","1737705603","","0.529","0.3955","0.0585","0.007","0.0025","0.0005","0.0025","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 09:00","1737709205","","0.3155","0.583","0.0865","0.0105","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 10:00","1737712804","","0.05","0.686","0.1795","0.025","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 11:00","1737716404","","0.0005","0.276","0.4985","0.153","0.022","0.003","0.0025","0.002","0.0005","0.0005","0.0005"
"01-24-2025 12:00","1737720003","","0.0005","0.384","0.527","0.077","0.015","0.0025","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 13:00","1737723604","","0.0005","0.4785","0.4975","0.026","0.0025","0.0015","0.0005","0.001","0.0005","0.0005","0.0005"
"01-24-2025 14:00","1737727204","","","0.449","0.514","0.03","0.004","0.0025","0.0005","0.0005","0.0005","0.001","0.0005"
"01-24-2025 15:00","1737730804","","","0.6755","0.3265","0.0035","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 16:00","1737734403","","","0.883","0.1235","0.0035","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 17:00","1737738003","","","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 18:00","1737741604","","","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 19:00","1737745203","","","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 20:00","1737748804","","","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
"01-24-2025 21:00","1737752404","","","0.9995","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005"
